2021/07/03, 462
2021/07/07, 591
2021/07/10, 710
2021/07/12, 827
2021/07/14, 941
2021/07/16, 1055
2021/07/18, 1165
2021/07/20, 1283
2021/07/22, 1409
2021/07/24, 1537
2021/07/26, 1655
2021/07/28, 1769
2021/07/31, 1891
2021/08/03, 1982
2021/08/07, 1993
2021/08/12, 1938
2021/08/16, 1842
2021/08/20, 1729
2021/08/23, 1613
2021/08/27, 1498
2021/08/30, 1381
2021/09/03, 1261
2021/09/07, 1143
2021/09/11, 1041
2021/09/15, 958
2021/09/19, 896
2021/09/24, 854
2021/09/28, 831
2021/10/02, 825
2021/10/06, 840
2021/10/10, 865
2021/10/15, 898
2021/10/19, 937
2021/10/23, 976
2021/10/27, 994
2021/10/31, 975
2021/11/05, 929
2021/11/09, 877
2021/11/13, 825
2021/11/17, 779
2021/11/21, 739
2021/11/25, 705
2021/11/30, 677
2021/12/04, 651
2021/12/08, 631
2021/12/12, 612
2021/12/16, 596
2021/12/21, 578
2021/12/25, 553
2021/12/29, 517
